stoppingpoint,effective_question_numbers,is_yesorno,GBS_candidates_left,U_difference,preference_difference,change_top1,rels
0.15,22,1,1,0,0.015196087627263046,0,stop
0.15,23,1,1,0,0.015946746715985095,0,stop
0.15,24,1,1,0,0.010982349043776497,0,stop
0.15,25,1,1,0,0.006576831616117584,0,stop
0.15,26,1,1,0,0.01204032629735679,0,stop
0.15,27,1,1,0,0.010778372117332288,0,stop
0.15,28,1,1,0,0.007467303520441564,0,stop
0.15,29,1,1,0,0.006438637980574199,0,stop
0.15,30,1,1,0,0.004070784514956817,0,stop
0.15,31,1,1,0,0.0034495506372826607,0,stop
0.15,32,1,1,0,0.004294462911207783,0,stop
0.15,33,1,1,0,0.0038767353676880997,0,stop
0.15,34,1,1,0,0.003368886869811714,0,stop
0.15,35,1,1,0,0.0027213391376890205,0,stop
0.15,36,1,1,0,0.00400871330322642,0,stop
0.15,37,1,1,0,0.002918214894237711,0,stop
0.15,38,1,1,0,0.0026736954079427337,0,stop
0.15,39,1,1,0,0.0029652716669852476,0,stop
0.15,40,1,1,0,0.002892331002736178,0,stop
0.15,41,1,1,0,0.0019755766465293675,0,stop
0.15,42,1,1,0,0.0016541405361437166,0,stop
0.15,43,1,1,0,0.0022843231447854124,0,stop
0.15,44,1,1,0,0.006156399804594139,0,stop
0.15,45,1,1,0,0.001444532097975253,0,stop
0.15,46,1,1,0,0.0024765435819934967,0,stop
0.15,47,1,1,0,0.002073169756475374,0,stop
0.15,48,1,1,0,0.0012964157915170754,0,stop
0.15,49,1,1,0,0.001310441664578288,0,stop
0.15,50,1,1,0,0.002740405347272984,0,stop
0.15,51,1,1,0,0.0015843558673881376,0,stop
0.15,52,1,1,0,0.003711596759720344,0,stop
0.15,53,1,1,0,0.009191860970085732,0,stop
0.15,54,1,1,0,0.0010868689409785665,0,stop
0.15,55,1,1,0,0.0010503162533507765,0,stop
0.15,56,1,1,0,0.0030126985954562757,0,stop
0.15,57,1,1,0,0.005280983756992617,0,stop
0.15,58,1,1,0,0.001288043234431783,0,stop
0.15,59,1,1,0,0.0010706061950039494,0,stop
0.15,60,1,1,0,0.0012321454844402657,0,stop
0.15,61,1,1,0,0.00855003914478901,0,stop
0.15,62,1,1,0,0.006820947089750969,0,stop
0.15,63,1,1,0,0.0012506233850291858,0,stop
0.15,64,1,1,0,9.43066169958928E-4,0,stop
0.15,65,1,1,0,0.0020703004972610337,0,stop
0.15,66,1,1,0,0.0029982264601862768,0,stop
0.15,67,1,1,0,9.97654484077177E-4,0,stop
0.15,68,1,1,0,0.0023278156098325902,0,stop
0.15,69,1,1,0,0.002390896279228837,0,stop
0.15,70,1,1,0,0.001011205732238973,0,stop
0.15,71,1,1,0,7.620334331865225E-4,0,stop
0.15,72,1,1,0,9.267222382934472E-4,0,stop
0.15,73,1,1,0,9.6377638413909E-4,0,stop
0.15,74,1,1,0,8.006109844384287E-4,0,stop
0.15,75,1,1,0,0.002260823745700723,0,stop
0.15,76,1,1,0,6.310723153691491E-4,0,stop
0.15,77,1,1,0,0.0016981919295388545,0,stop
0.15,78,1,1,0,0.0013200022763539807,0,stop
0.15,79,1,1,0,0.0031438994785247584,0,stop
0.15,80,1,1,0,0.0020900926913986323,0,stop
0.15,81,1,1,0,5.843149646057815E-4,0,stop
0.15,82,1,1,0,0.0018267877673402862,0,stop
0.15,83,1,1,0,7.450856121760043E-4,0,stop
0.15,84,1,1,0,5.121370992730909E-4,0,stop
0.15,85,1,1,0,4.979614282971351E-4,0,stop
0.15,86,1,1,0,0.0014204265686759612,0,stop
0.15,87,1,1,0,5.353986778317448E-4,0,stop
0.15,88,1,1,0,0.001690573362897796,0,stop
0.15,89,1,1,0,0.0019750004204485572,0,stop
0.15,90,1,1,0,6.28848149075064E-4,0,stop
0.15,91,1,1,0,7.764818618505317E-4,0,stop
0.15,92,1,1,0,5.398908976627675E-4,0,stop
0.15,93,1,1,0,4.335016556856745E-4,0,stop
0.15,94,1,1,0,0.002558290377905203,0,stop
0.15,95,1,1,0,8.545460362893428E-4,0,stop
0.15,96,1,1,0,0.004988916467979061,0,stop
0.15,97,1,1,0,0.0021556239217809746,0,stop
0.15,98,1,1,0,0.001627637982716891,0,stop
0.15,99,1,1,0,5.605497446231775E-4,0,stop
0.15,100,1,1,0,0.001762418831074269,0,stop
0.15,0,0,811,0,0.0,1,continue
0.15,0,0,811,0,0.0,0,continue
0.15,1,1,474,337,0.5692264979363699,0,continue
0.15,1,0,474,0,0.0,0,continue
0.15,1,0,474,0,0.0,0,continue
0.15,1,0,474,0,0.0,0,continue
0.15,1,0,474,0,0.0,0,continue
0.15,1,0,474,0,0.0,0,continue
0.15,1,0,474,0,0.0,0,continue
0.15,2,1,338,136,0.27960453096408644,0,continue
0.15,2,0,338,0,0.0,0,continue
0.15,2,0,338,0,0.0,0,continue
0.15,2,0,338,0,0.0,0,continue
0.15,3,1,245,93,0.1886933763222357,0,continue
0.15,3,0,245,0,0.0,0,continue
0.15,4,1,177,68,0.14246010487552785,1,continue
0.15,5,1,125,52,0.11080144302532875,0,continue
0.15,6,1,91,34,0.09524071319848015,0,continue
0.15,6,0,91,0,0.0,0,continue
0.15,6,0,91,0,0.0,0,continue
0.15,7,1,70,21,0.06871055429431848,0,continue
0.15,7,0,70,0,0.0,0,continue
0.15,7,0,70,0,0.0,0,continue
0.15,7,0,70,0,0.0,0,continue
0.15,8,1,55,15,0.04463120368725268,0,continue
0.15,8,0,55,0,0.0,0,continue
0.15,8,0,55,0,0.0,0,continue
0.15,8,0,55,0,0.0,0,continue
0.15,8,0,55,0,0.0,0,continue
0.15,9,1,44,11,0.050351821971517066,0,continue
0.15,9,0,44,0,0.0,0,continue
0.15,10,1,35,9,0.03236783119263325,0,continue
0.15,10,0,35,0,0.0,0,continue
0.15,11,1,28,7,0.032181662373304686,0,continue
0.15,11,0,28,0,0.0,0,continue
0.15,12,1,23,5,0.017379006111713415,1,continue
0.15,12,0,23,0,0.0,0,continue
0.15,13,1,18,5,0.018172404995794846,0,continue
0.15,13,0,18,0,0.0,0,continue
0.15,14,1,14,4,0.018040413060613745,0,continue
0.15,15,1,10,4,0.03047661127073381,0,continue
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,15,0,10,0,0.0,0,stop
0.15,16,1,8,2,0.010008119942617816,0,stop
0.15,16,0,8,0,0.0,0,stop
0.15,16,0,8,0,0.0,0,stop
0.15,16,0,8,0,0.0,0,stop
0.15,17,1,6,2,0.009817438862672443,0,stop
0.15,18,1,4,2,0.010719332686899839,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,18,0,4,0,0.0,0,stop
0.15,1,1,648,610,0.8927486211315049,1,continue
0.15,2,1,334,314,0.5094348462495426,1,continue
0.15,3,1,168,166,0.3008568706531811,0,continue
0.15,4,1,79,89,0.2118593970733359,0,continue
0.15,5,1,44,35,0.20215514181853597,1,continue
0.15,6,1,24,20,0.12783257283659952,0,stop
0.15,7,1,12,12,0.1460347975044007,0,stop
0.15,8,1,6,6,0.030426186299645695,0,stop
0.15,9,1,3,3,0.10321603789718534,0,stop
0.15,10,1,1,2,0.06952900793786906,0,stop
0.15,11,1,1,0,0.04887836134214967,0,stop
0.15,12,1,1,0,0.03369451940364047,0,stop
0.15,13,1,1,0,0.03941439352070058,0,stop
0.15,14,1,1,0,0.019902543583833286,0,stop
0.15,15,1,1,0,0.05601637664112655,0,stop
0.15,16,1,1,0,0.055558965640073885,0,stop
0.15,17,1,1,0,0.04595313247833883,0,stop
0.15,18,1,1,0,0.011395182621168377,0,stop
0.15,19,1,1,0,0.009723559500196547,0,stop
0.15,20,1,1,0,0.011571458384205997,0,stop
0.15,21,1,1,0,0.01079796646058321,0,stop
0.15,22,1,1,0,0.007162754502245088,0,stop
0.15,23,1,1,0,0.007137741054686763,0,stop
0.15,24,1,1,0,0.028515487801321328,0,stop
0.15,25,1,1,0,0.008669786294937896,0,stop
0.15,26,1,1,0,0.005117049309584373,0,stop
0.15,27,1,1,0,0.004773428640706353,0,stop
0.15,28,1,1,0,0.004365794050647298,0,stop
0.15,29,1,1,0,0.004102301350088703,0,stop
0.15,30,1,1,0,0.0035400191376089504,0,stop
0.15,31,1,1,0,0.012130227088273568,0,stop
0.15,32,1,1,0,0.0027700681623330915,0,stop
0.15,33,1,1,0,0.002540066470178156,0,stop
0.15,34,1,1,0,0.009208082954624774,0,stop
0.15,35,1,1,0,0.015502639942154223,0,stop
0.15,36,1,1,0,0.0037945946394708154,0,stop
0.15,37,1,1,0,0.006547917548827685,0,stop
0.15,38,1,1,0,0.003273719432878873,0,stop
0.15,39,1,1,0,0.011544730410087455,0,stop
0.15,40,1,1,0,0.008825586801812463,0,stop
0.15,41,1,1,0,0.004941145313334818,0,stop
0.15,42,1,1,0,0.00488267701046242,0,stop
0.15,43,1,1,0,0.0020561642798971576,0,stop
0.15,44,1,1,0,0.003077116795151055,0,stop
0.15,45,1,1,0,0.009372597664796648,0,stop
0.15,46,1,1,0,0.01010143247008435,0,stop
0.15,47,1,1,0,0.0018268644150956758,0,stop
0.15,48,1,1,0,0.003155559668843176,0,stop
0.15,49,1,1,0,0.01129092683228915,0,stop
0.15,50,1,1,0,0.00374860965273295,0,stop
0.15,51,1,1,0,0.011855393472116957,0,stop
0.15,52,1,1,0,0.007609833665072594,0,stop
0.15,53,1,1,0,0.013090073867525281,0,stop
0.15,54,1,1,0,0.002255988805270224,0,stop
0.15,55,1,1,0,0.004156252876476075,0,stop
0.15,56,1,1,0,0.0012781516764841182,0,stop
0.15,57,1,1,0,0.0018625952573374399,0,stop
0.15,58,1,1,0,0.0012877045908883415,0,stop
0.15,59,1,1,0,0.0019184039660679521,0,stop
0.15,60,1,1,0,0.00202908352962824,0,stop
0.15,61,1,1,0,0.0016140017950377434,0,stop
0.15,62,1,1,0,0.001261001408308018,0,stop
0.15,63,1,1,0,0.0012507032213437317,0,stop
0.15,64,1,1,0,8.906610579185008E-4,0,stop
0.15,65,1,1,0,8.541997037499682E-4,0,stop
0.15,66,1,1,0,0.0010381033903465052,0,stop
0.15,67,1,1,0,0.007856024271621085,0,stop
0.15,68,1,1,0,0.004099438712495026,0,stop
0.15,69,1,1,0,0.004759288965202904,0,stop
0.15,70,1,1,0,0.0015896388846804946,0,stop
0.15,71,1,1,0,0.0037733945275181483,0,stop
0.15,72,1,1,0,0.0020461904511712378,0,stop
0.15,73,1,1,0,8.810718260252621E-4,0,stop
0.15,74,1,1,0,0.0014908929285139321,0,stop
0.15,75,1,1,0,0.0012483703651404662,0,stop
0.15,76,1,1,0,8.489153116545931E-4,0,stop
0.15,77,1,1,0,8.556039199227539E-4,0,stop
0.15,78,1,1,0,0.0012195345018332863,0,stop
0.15,79,1,1,0,5.943822591198876E-4,0,stop
0.15,80,1,1,0,5.631742507786806E-4,0,stop
0.15,81,1,1,0,5.971140564913982E-4,0,stop
0.15,82,1,1,0,0.0010336446364391347,0,stop
0.15,83,1,1,0,5.522983893489928E-4,0,stop
0.15,84,1,1,0,5.356451586733502E-4,0,stop
0.15,85,1,1,0,5.197343084560913E-4,0,stop
0.15,86,1,1,0,4.709774242144074E-4,0,stop
0.15,87,1,1,0,0.0017511498060477112,0,stop
0.15,88,1,1,0,0.003229067732033073,0,stop
0.15,89,1,1,0,0.0034079037165237213,0,stop
0.15,90,1,1,0,4.4046459776884224E-4,0,stop
0.15,91,1,1,0,4.781137974802487E-4,0,stop
0.15,92,1,1,0,4.172394956788175E-4,0,stop
0.15,93,1,1,0,6.323195571803395E-4,0,stop
0.15,94,1,1,0,4.0545123069116206E-4,0,stop
0.15,95,1,1,0,3.859958094580579E-4,0,stop
0.15,96,1,1,0,0.0017666100489459457,0,stop
0.15,97,1,1,0,3.697686510406621E-4,0,stop
0.15,98,1,1,0,6.872339707659768E-4,0,stop
0.15,99,1,1,0,4.863702428004343E-4,0,stop
0.15,100,1,1,0,7.199131839734185E-4,0,stop
0.15,0,0,1507,0,0.0,1,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,0,0,1507,0,0.0,0,continue
0.15,1,1,1177,330,0.3971843965367608,0,continue
0.15,1,0,1177,0,0.0,0,continue
0.15,2,1,925,252,0.20071630299631757,0,continue
0.15,2,0,925,0,0.0,0,continue
0.15,2,0,925,0,0.0,0,continue
0.15,2,0,925,0,0.0,0,continue
0.15,2,0,925,0,0.0,0,continue
0.15,2,0,925,0,0.0,0,continue
0.15,3,1,761,164,0.12621602555197148,0,continue
0.15,3,0,761,0,0.0,0,continue
0.15,3,0,761,0,0.0,0,continue
0.15,3,0,761,0,0.0,0,continue
0.15,3,0,761,0,0.0,0,continue
0.15,4,1,641,120,0.09086429414279494,0,continue
0.15,5,1,535,106,0.0710417236416202,0,continue
0.15,5,0,535,0,0.0,0,continue
0.15,5,0,535,0,0.0,0,continue
0.15,5,0,535,0,0.0,0,continue
0.15,5,0,535,0,0.0,0,continue
0.15,5,0,535,0,0.0,0,continue
0.15,5,0,535,0,0.0,0,continue
0.15,6,1,462,73,0.05373291768900342,0,continue
0.15,6,0,462,0,0.0,0,continue
0.15,7,1,397,65,0.04197541299347172,1,continue
0.15,7,0,397,0,0.0,0,continue
0.15,7,0,397,0,0.0,0,continue
0.15,8,1,344,53,0.037769092095907605,0,continue
0.15,8,0,344,0,0.0,0,continue
0.15,8,0,344,0,0.0,0,continue
0.15,8,0,344,0,0.0,0,continue
0.15,8,0,344,0,0.0,0,continue
0.15,9,1,301,43,0.027004614261580566,0,continue
0.15,9,0,301,0,0.0,0,continue
0.15,9,0,301,0,0.0,0,continue
0.15,9,0,301,0,0.0,0,continue
0.15,10,1,265,36,0.02229479170432167,1,continue
0.15,11,1,231,34,0.02309579512787572,0,continue
0.15,11,0,231,0,0.0,0,continue
0.15,11,0,231,0,0.0,0,continue
0.15,12,1,199,32,0.02382430001619823,0,continue
0.15,12,0,199,0,0.0,0,continue
0.15,12,0,199,0,0.0,0,continue
0.15,12,0,199,0,0.0,0,continue
0.15,12,0,199,0,0.0,0,continue
0.15,13,1,175,24,0.016170329255227805,0,continue
0.15,13,0,175,0,0.0,0,continue
0.15,13,0,175,0,0.0,0,continue
0.15,14,1,155,20,0.012802682234532453,0,continue
0.15,14,0,155,0,0.0,0,continue
0.15,14,0,155,0,0.0,0,continue
0.15,14,0,155,0,0.0,0,continue
0.15,14,0,155,0,0.0,0,continue
0.15,14,0,155,0,0.0,0,continue
0.15,14,0,155,0,0.0,0,continue
0.15,14,0,155,0,0.0,0,continue
0.15,14,0,155,0,0.0,0,continue
0.15,14,0,155,0,0.0,0,continue
0.15,14,0,155,0,0.0,0,continue
0.15,15,1,140,15,0.014893212318258799,0,continue
0.15,15,0,140,0,0.0,0,continue
0.15,15,0,140,0,0.0,0,continue
0.15,16,1,127,13,0.009069900246438979,0,continue
0.15,16,0,127,0,0.0,0,continue
0.15,17,1,115,12,0.007657462369114917,0,continue
0.15,18,1,103,12,0.008287248551261311,0,continue
0.15,18,0,103,0,0.0,0,continue
0.15,18,0,103,0,0.0,0,continue
0.15,19,1,93,10,0.011714854082998702,0,continue
0.15,19,0,93,0,0.0,0,continue
0.15,19,0,93,0,0.0,0,continue
0.15,19,0,93,0,0.0,0,continue
0.15,20,1,84,9,0.006156671101702464,0,continue
0.15,21,1,76,8,0.005522639355259829,0,continue
0.15,21,0,76,0,0.0,0,continue
0.15,22,1,69,7,0.008268603717813672,0,continue
0.15,22,0,69,0,0.0,0,stop
0.15,22,0,69,0,0.0,0,stop
0.15,1,1,2250,3397,1.1006672242167383,1,continue
0.15,2,1,860,1390,0.569376535640808,0,continue
0.15,3,1,368,492,0.37033212168010926,1,continue
0.15,3,0,368,0,0.0,0,continue
0.15,4,1,211,157,0.3426146832932464,0,continue
0.15,5,1,82,129,0.17520946491041753,0,continue
0.15,5,0,82,0,0.0,0,continue
0.15,6,1,37,45,0.14082118078913836,0,continue
0.15,7,1,18,19,0.08348999250868144,0,continue
0.15,7,0,18,0,0.0,0,continue
0.15,7,0,18,0,0.0,0,continue
0.15,8,1,8,10,0.011826956637699868,0,continue
0.15,8,0,8,0,0.0,0,continue
0.15,8,0,8,0,0.0,0,continue
0.15,8,0,8,0,0.0,0,continue
0.15,8,0,8,0,0.0,0,continue
0.15,9,1,4,4,0.023855477351044124,0,continue
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.15,9,0,4,0,0.0,0,stop
0.2,0,0,1907,0,0.0,1,continue
0.2,1,1,1298,609,0.5888419244179591,0,continue
0.2,1,0,1298,0,0.0,0,continue
0.2,2,1,425,873,0.4041438950654815,1,continue
0.2,3,1,169,256,0.2549538853944377,0,continue
0.2,3,0,169,0,0.0,0,continue
0.2,3,0,169,0,0.0,0,continue
0.2,3,0,169,0,0.0,0,continue
0.2,4,1,98,71,0.28490868932390095,0,continue
0.2,5,1,49,49,0.15062711378957652,0,continue
0.2,6,1,24,25,0.15928619545534906,0,continue
0.2,7,1,12,12,0.13150525209872055,1,continue
0.2,7,0,12,0,0.0,0,continue
0.2,7,0,12,0,0.0,0,continue
0.2,8,1,7,5,0.07610432315721927,0,continue
0.2,8,0,7,0,0.0,0,stop
0.2,9,1,3,4,0.0600455544385184,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,9,0,3,0,0.0,0,stop
0.2,10,1,2,1,0.08205608383917078,0,stop
0.2,1,1,652,528,0.806249889674525,1,continue
0.2,2,1,264,388,0.5038085647854209,1,continue
0.2,3,1,121,143,0.31538030881735485,1,continue
0.2,4,1,63,58,0.20147253100596146,1,continue
0.2,5,1,25,38,0.2197501994131317,0,continue
0.2,6,1,12,13,0.1987777521810607,1,continue
0.2,7,1,5,7,0.09489067399033627,0,stop
0.2,8,1,2,3,0.045201395925662434,0,stop
0.2,9,1,1,1,0.14504678816261213,0,stop
0.2,10,1,1,0,0.10162862113218551,0,stop
0.2,11,1,1,0,0.07642903319720093,0,stop
0.2,12,1,1,0,0.04901436357065646,0,stop
0.2,13,1,1,0,0.050794918757620704,0,stop
0.2,14,1,1,0,0.031115467770700914,0,stop
0.2,15,1,1,0,0.032730257293526806,0,stop
0.2,16,1,1,0,0.016458197280640706,0,stop
